year,region,malnutrition_pct,food_security_index,infant_mortality_rate,stunting_pct
2021,Chhattisgarh,30.1,92.6,45.8,37.5
2021,Madhya Pradesh,25.9,81.3,40.9,35.0
2021,Rajasthan,19.1,84.5,40.7,31.2
2021,Gujarat,26.9,80.9,41.2,32.1
2021,Maharashtra,32.7,81.7,37.7,33.9
2021,Karnataka,29.9,83.2,44.4,36.9
2021,Andhra Pradesh,26.3,89.1,36.0,37.6
2021,Telangana,30.5,84.0,30.1,31.6
2021,Tamil Nadu,27.6,81.9,44.4,35.0
2021,Kerala,23.6,83.9,36.4,30.3
2021,West Bengal,26.7,88.6,38.6,35.7
2021,Assam,28.2,85.8,46.1,30.6
2021,Uttar Pradesh,31.5,79.5,42.8,39.6
2021,Haryana,28.1,82.1,32.4,31.3
2021,Punjab,21.9,93.7,35.4,28.5
2021,Uttarakhand,23.7,89.5,36.9,32.0
2021,Goa,23.1,92.5,28.0,30.1
2022,Bihar,39.4,73.1,48.9,40.0
2022,Jharkhand,25.3,95.0,40.0,41.2
2022,Odisha,29.3,87.3,43.3,39.6
2022,Chhattisgarh,28.0,84.7,49.7,35.9
2022,Madhya Pradesh,28.2,84.9,37.4,41.4
2022,Rajasthan,24.5,84.5,44.3,34.2
2022,Gujarat,26.0,94.1,39.3,35.7
2022,Maharashtra,28.5,81.8,40.4,34.4
2022,Karnataka,30.8,91.0,32.6,28.2
2022,Andhra Pradesh,29.4,85.3,45.9,34.5
2022,Telangana,20.9,91.5,45.7,41.5
2022,Tamil Nadu,29.9,78.1,45.6,35.5
2022,Kerala,24.7,89.5,31.5,33.3
2022,West Bengal,29.7,86.6,41.9,33.7
2022,Assam,30.0,80.6,37.8,31.8
2022,Uttar Pradesh,29.3,95.0,44.9,34.3
2022,Haryana,31.0,81.9,37.4,35.9
2022,Punjab,26.3,91.0,43.5,30.7
2022,Uttarakhand,27.0,95.0,46.6,35.2
2022,Goa,24.7,92.5,33.1,30.6
2023,Bihar,39.5,89.3,45.4,43.5
2023,Jharkhand,38.9,78.2,42.9,36.5
2023,Odisha,30.8,84.6,46.5,41.3
2023,Chhattisgarh,30.1,86.8,37.2,33.6
2023,Madhya Pradesh,36.4,85.8,39.4,38.1
2023,Rajasthan,31.7,84.7,41.6,43.1
2023,Gujarat,31.7,88.9,32.2,42.7
2023,Maharashtra,31.5,94.8,43.6,30.0
2023,Karnataka,37.8,83.1,45.5,31.6
2023,Andhra Pradesh,33.9,80.8,38.1,38.5
2023,Telangana,32.8,84.7,36.6,30.9
2023,Tamil Nadu,34.4,77.0,42.3,38.8
2023,Kerala,29.8,89.8,30.6,31.3
2023,West Bengal,30.5,88.1,41.1,34.6
2023,Assam,28.7,81.9,55.6,38.4
2023,Uttar Pradesh,35.9,84.4,41.8,40.8
2023,Haryana,29.9,85.2,37.7,36.3
2023,Punjab,28.1,83.0,45.0,38.5
2023,Uttarakhand,30.4,88.1,37.4,37.4
2023,Goa,23.8,88.7,31.9,33.5
