year,region,crop_production_index,crop_yield_tons_ha,agricultural_loss_pct,irrigation_coverage_pct
2021,Odisha,98.9,2.58,0.9,55.1
2021,Chhattisgarh,106.9,2.7,6.1,73.8
2021,Madhya Pradesh,98.9,2.63,2.7,64.8
2021,Rajasthan,104.6,2.63,0.0,85.1
2021,Gujarat,103.4,2.5,1.1,61.9
2021,Maharashtra,96.2,2.25,4.6,63.5
2021,Karnataka,92.1,2.38,8.0,61.2
2021,Andhra Pradesh,105.1,2.75,0.0,61.5
2021,Telangana,100.1,2.25,6.6,55.5
2021,Tamil Nadu,101.2,2.52,9.4,57.3
2021,Kerala,101.2,2.47,3.5,63.3
2021,West Bengal,103.5,2.51,0.1,55.3
2021,Assam,100.2,2.4,3.9,78.8
2021,Uttar Pradesh,94.1,2.38,7.3,55.5
2021,Haryana,103.0,2.52,3.8,83.4
2021,Punjab,105.0,2.78,3.0,66.8
2021,Uttarakhand,99.0,2.79,0.0,76.4
2021,Goa,99.8,2.37,1.0,47.3
2022,Bihar,98.2,2.08,14.2,50.2
2022,Jharkhand,106.3,2.67,0.9,55.7
2022,Odisha,99.3,2.43,9.2,57.1
2022,Chhattisgarh,104.1,2.47,1.8,75.6
2022,Madhya Pradesh,94.6,2.33,5.2,58.9
2022,Rajasthan,96.1,2.27,0.0,49.0
2022,Gujarat,98.2,2.54,0.0,71.5
2022,Maharashtra,100.8,2.41,8.5,53.6
2022,Karnataka,102.0,2.4,14.0,73.5
2022,Andhra Pradesh,103.9,2.35,5.6,64.3
2022,Telangana,93.9,2.48,9.2,28.9
2022,Tamil Nadu,97.0,2.75,16.1,65.5
2022,Kerala,97.6,2.71,2.3,72.7
2022,West Bengal,98.0,2.54,5.4,64.2
2022,Assam,97.3,2.68,3.0,55.0
2022,Uttar Pradesh,102.3,2.73,0.0,68.7
2022,Haryana,99.2,2.44,3.5,46.8
2022,Punjab,98.0,2.54,0.0,68.3
2022,Uttarakhand,100.1,2.26,0.0,69.1
2022,Goa,99.9,2.54,7.4,52.4
2023,Bihar,105.1,2.56,11.6,49.4
2023,Jharkhand,98.5,2.51,18.5,40.9
2023,Odisha,95.0,2.25,5.8,55.9
2023,Chhattisgarh,90.0,2.24,7.7,47.8
2023,Madhya Pradesh,93.8,2.32,11.5,44.3
2023,Rajasthan,94.9,2.6,17.5,49.0
2023,Gujarat,95.5,2.24,17.4,37.3
2023,Maharashtra,96.2,2.54,12.9,64.1
2023,Karnataka,91.4,2.13,21.4,34.0
2023,Andhra Pradesh,93.6,2.39,16.9,30.2
2023,Telangana,94.7,2.31,10.5,37.0
2023,Tamil Nadu,88.1,2.31,13.1,47.0
2023,Kerala,96.4,2.46,6.1,56.8
2023,West Bengal,95.0,2.37,4.4,49.9
2023,Assam,95.2,2.34,8.0,71.8
2023,Uttar Pradesh,97.3,2.39,15.4,59.2
2023,Haryana,92.3,2.35,15.2,32.2
2023,Punjab,90.6,2.65,10.3,47.3
2023,Uttarakhand,92.7,2.39,10.5,47.9
2023,Goa,99.1,2.26,6.0,62.4
