year,region,oni_value,rainfall_deviation,temperature_anomaly,drought_index,crop_production_index,crop_yield_tons_ha,agricultural_loss_pct,irrigation_coverage_pct,malnutrition_pct,food_security_index,infant_mortality_rate,stunting_pct,risk_score
2004,Uttarakhand,1.5,0.055,-0.035,0.679,92.8,2.28,18.6,49.7,29.7,81.9,45.7,40.8,53.8
2004,Goa,1.01,-0.164,0.099,0.386,96.0,2.41,15.1,61.6,26.8,85.2,39.3,30.9,42.0
2005,Bihar,0.27,-0.067,-0.172,0.258,103.3,2.45,14.4,53.7,34.1,94.6,40.6,34.1,39.7
2005,Jharkhand,0.83,-0.372,0.062,0.44,97.2,2.27,8.2,57.0,29.2,80.3,42.8,34.5,44.2
2005,Odisha,-0.54,0.116,-0.123,0.169,102.1,2.45,6.1,75.8,29.3,88.2,42.2,38.5,33.8
2005,Chhattisgarh,1.05,-0.005,-0.27,0.504,100.0,2.38,14.2,46.1,27.7,84.0,36.1,37.6,45.7
2005,Madhya Pradesh,0.83,-0.697,-0.19,0.461,95.5,2.34,16.7,61.0,34.2,82.9,44.4,35.8,51.3
2005,Rajasthan,0.49,-0.406,0.206,0.573,98.1,2.41,9.8,33.2,31.4,84.5,41.4,38.7,40.2
2005,Gujarat,-0.26,-0.303,-0.049,0.328,100.6,2.53,9.8,53.4,29.6,92.9,33.1,35.6,36.6
2005,Maharashtra,-0.67,-0.011,-0.234,0.185,107.8,2.36,0.0,54.9,30.8,88.9,38.3,31.1,29.4
2005,Karnataka,-0.96,0.073,0.415,0.281,100.9,2.68,0.0,53.4,30.4,95.0,44.1,32.5,32.8
2005,Andhra Pradesh,-0.33,0.275,0.052,0.156,96.9,2.56,8.5,53.1,31.9,87.2,44.1,38.6,37.5
2005,Telangana,-0.76,-0.372,-0.167,0.35,100.3,2.44,0.0,80.1,29.8,93.0,43.6,35.5,32.2
2005,Tamil Nadu,-0.4,0.01,-0.117,0.502,103.1,2.46,5.7,55.1,31.5,85.6,40.4,36.3,39.7
2005,Kerala,0.11,0.012,0.011,0.308,97.9,2.42,12.8,58.3,25.0,84.6,41.2,34.6,39.9
2005,West Bengal,0.25,-0.114,0.135,0.296,98.1,2.62,10.6,50.2,28.8,84.8,49.6,31.8,41.3
2005,Assam,0.02,-0.416,-0.125,0.35,97.8,2.4,6.0,55.5,25.8,89.7,45.1,39.1,33.1
2005,Uttar Pradesh,-1.43,0.305,0.021,0.0,105.7,2.61,7.9,86.9,25.2,95.0,38.9,39.9,23.0
2005,Haryana,0.58,-0.385,0.145,0.453,98.9,2.47,14.1,56.0,28.5,91.2,41.1,36.6,47.5
2005,Punjab,-0.73,-0.204,-0.172,0.169,104.5,2.69,1.7,77.3,29.5,92.0,34.0,36.4,31.0
2005,Uttarakhand,-0.25,0.075,-0.088,0.159,96.6,2.62,0.0,86.5,23.8,82.8,41.1,37.8,27.0
2005,Goa,-0.15,0.194,-0.381,0.171,97.7,2.24,4.6,43.2,21.5,87.1,32.7,32.2,32.2
2006,Bihar,1.68,0.016,0.285,0.663,94.1,2.41,14.3,47.7,33.3,79.2,42.3,42.0,53.2
2006,Jharkhand,1.44,-0.415,-0.017,0.479,97.1,2.38,7.3,54.9,30.4,77.0,48.3,37.0,49.6
2006,Odisha,1.25,-0.176,0.329,0.525,91.7,2.47,7.9,65.1,32.6,72.0,45.5,44.6,52.3
2006,Chhattisgarh,2.45,0.182,-0.008,0.722,89.6,2.35,8.1,35.3,30.4,87.6,46.8,39.2,57.1
2006,Madhya Pradesh,0.69,-0.197,-0.094,0.53,100.7,2.59,4.4,32.6,24.2,94.0,40.2,33.8,39.9
2006,Rajasthan,2.49,0.007,0.204,0.642,90.9,2.34,22.9,43.5,36.4,85.6,38.2,41.5,68.3
2006,Gujarat,1.32,-0.953,-0.32,0.587,95.1,2.36,13.1,65.0,26.8,84.2,41.9,33.9,54.5
2006,Maharashtra,1.52,-0.708,0.403,0.601,99.4,2.34,17.6,47.4,30.3,81.3,40.4,36.8,60.7
2006,Karnataka,1.03,-0.192,-0.04,0.723,95.7,2.64,8.5,53.8,25.9,83.4,41.6,40.5,50.7
2006,Andhra Pradesh,1.63,0.17,0.259,0.674,94.4,2.74,8.8,40.8,26.8,95.0,44.6,35.2,52.5
2006,Telangana,2.25,-0.131,0.573,0.509,91.1,2.24,4.4,50.5,28.8,89.7,50.2,34.3,50.8
2006,Tamil Nadu,1.25,-0.151,0.297,0.461,93.4,2.55,12.2,33.7,26.0,92.5,41.1,32.8,45.3
2006,Kerala,1.4,-0.206,0.259,0.415,92.2,2.42,10.5,53.4,24.1,88.5,41.5,34.2,51.0
2006,West Bengal,1.58,-0.266,-0.04,0.584,97.7,2.34,7.4,43.4,31.4,83.2,44.5,38.7,47.2
2006,Assam,2.03,0.122,0.362,0.487,90.4,2.33,10.6,34.6,30.9,80.6,40.2,37.0,54.6
2006,Uttar Pradesh,2.21,-0.271,0.671,0.702,90.9,2.31,15.7,45.8,40.2,76.7,47.5,40.2,67.3
2006,Haryana,0.56,0.148,0.298,0.268,98.3,2.2,0.6,63.9,25.0,84.1,39.1,30.9,40.0
2006,Punjab,1.22,0.039,-0.135,0.384,96.3,2.55,16.0,44.9,32.3,81.0,46.0,31.2,47.2
2006,Uttarakhand,2.3,-0.542,0.586,0.812,87.8,2.21,19.2,50.0,32.0,81.8,43.8,37.4,66.2
2006,Goa,0.72,-0.352,0.105,0.601,101.6,2.54,10.0,60.2,24.0,88.2,32.7,27.6,42.6
2007,Bihar,1.7,-0.199,0.274,0.65,94.4,2.44,12.0,49.7,31.9,83.5,48.1,38.3,57.6
2007,Jharkhand,1.53,-0.417,0.017,0.501,97.6,2.52,14.6,63.5,32.9,95.0,43.6,40.4,53.4
2007,Odisha,1.26,-0.078,0.268,0.493,100.8,2.43,11.6,42.6,33.2,83.2,41.1,36.0,52.3
2007,Chhattisgarh,3.0,-0.529,-0.051,0.786,88.3,2.32,20.8,41.4,33.3,80.7,40.9,38.6,69.6
2007,Madhya Pradesh,0.95,-0.499,0.289,0.611,98.6,2.41,13.7,38.3,34.2,84.5,44.9,38.8,52.0
2007,Rajasthan,0.91,-0.586,-0.07,0.61,97.7,2.19,4.9,47.0,28.5,79.7,35.7,33.4,46.9
2007,Gujarat,1.55,-0.587,0.101,0.756,89.5,2.32,17.5,44.2,30.6,87.7,40.1,40.6,57.5
2007,Maharashtra,1.76,-0.366,0.237,0.669,96.2,2.26,13.0,45.4,32.0,79.8,44.0,36.8,59.9
2007,Karnataka,0.71,0.256,0.504,0.455,102.3,2.47,0.0,39.6,27.9,86.5,36.2,33.6,39.6
2007,Andhra Pradesh,1.87,-0.716,0.06,0.875,88.8,2.45,11.5,49.4,35.1,86.8,45.5,33.7,65.6
2007,Telangana,2.17,-0.581,0.225,0.767,92.7,2.35,10.6,31.9,33.2,85.4,45.5,36.0,63.6
2007,Tamil Nadu,0.66,0.191,-0.022,0.394,96.1,2.7,2.9,52.0,27.8,82.9,40.2,38.2,39.8
2007,Kerala,1.21,-0.062,-0.453,0.489,94.7,2.28,15.4,47.7,27.8,83.9,29.5,29.8,44.8
2007,West Bengal,2.08,-0.944,0.013,0.76,96.1,2.4,12.4,53.8,29.8,88.3,37.5,41.3,59.5
2007,Assam,1.26,-0.497,0.057,0.616,93.1,2.46,8.1,54.9,32.7,83.9,40.8,37.8,55.3
2007,Uttar Pradesh,1.83,0.344,0.334,0.603,103.5,2.45,14.1,51.0,28.7,81.7,41.0,40.0,56.1
2007,Haryana,1.4,-0.168,0.329,0.629,94.3,2.28,16.6,55.0,25.4,82.5,39.9,37.6,49.4
2007,Punjab,2.05,-0.222,0.281,0.658,90.4,2.29,13.7,43.4,24.2,82.4,39.3,34.0,58.0
2007,Uttarakhand,1.35,-0.056,-0.108,0.351,94.1,2.5,19.0,55.4,26.9,81.7,41.2,36.9,42.0
2007,Goa,1.82,-0.549,0.159,0.725,95.0,2.21,11.7,23.8,25.4,84.5,32.5,32.8,53.8
2008,Bihar,-0.24,-0.641,0.024,0.299,101.0,2.3,5.5,59.7,32.6,85.6,43.6,34.1,40.5
2008,Jharkhand,-1.38,0.032,-0.112,0.025,106.8,2.57,0.0,68.8,29.9,89.8,50.6,34.6,29.9
2008,Odisha,-0.26,0.167,-0.025,0.178,96.6,2.45,0.0,48.3,27.9,81.3,45.6,38.8,31.5
2008,Chhattisgarh,-0.92,0.06,-0.445,0.1,104.5,2.7,0.0,75.8,24.1,82.2,44.9,40.7,19.7
2008,Madhya Pradesh,0.19,-0.041,-0.423,0.135,99.6,2.43,0.3,59.0,29.2,92.6,42.2,39.2,30.7
2008,Rajasthan,-0.19,-0.006,0.197,0.174,109.1,2.57,6.1,65.7,33.7,92.3,34.2,39.1,33.8
2008,Gujarat,-0.47,0.103,-0.294,0.261,99.9,2.56,1.5,79.2,33.5,89.0,39.9,32.8,33.8
2008,Maharashtra,0.68,-0.201,-0.029,0.541,95.6,2.43,0.2,60.2,33.3,92.3,45.2,31.0,45.6
2008,Karnataka,-0.01,-0.281,-0.046,0.432,99.8,2.27,0.0,49.0,29.0,95.0,45.5,28.3,34.2
2008,Andhra Pradesh,0.94,0.14,-0.234,0.382,100.3,2.51,1.9,57.4,21.7,87.1,45.0,34.7,38.6
2008,Telangana,-0.6,0.357,0.147,0.27,105.4,2.73,5.6,66.9,27.9,87.4,34.8,31.2,28.0
2008,Tamil Nadu,-0.43,0.136,0.254,0.205,104.8,2.7,1.9,68.2,25.2,95.0,40.7,28.8,30.2
2008,Kerala,-0.07,0.505,-0.042,0.233,102.9,2.38,6.3,49.4,23.4,95.0,37.5,30.1,26.9
2008,West Bengal,0.16,-0.042,0.015,0.398,97.2,2.49,4.2,46.1,27.5,93.8,44.0,32.7,30.1
2008,Assam,-1.43,0.181,0.198,0.03,109.3,2.68,1.3,60.8,30.4,87.8,44.4,32.3,27.3
2008,Uttar Pradesh,-0.06,0.114,-0.035,0.309,99.6,2.41,12.6,68.9,29.7,86.4,40.3,34.7,39.9
2008,Haryana,0.63,-0.605,0.236,0.49,96.0,2.48,11.6,48.4,31.1,86.5,33.9,33.8,44.8
2008,Punjab,0.91,0.367,0.216,0.243,99.0,2.57,11.5,59.0,29.2,86.4,35.8,28.0,42.3
2008,Uttarakhand,0.07,0.045,0.117,0.168,101.8,2.8,5.6,58.9,28.4,95.0,34.8,34.2,30.1
2008,Goa,-0.84,-0.038,-0.077,0.316,108.3,2.63,0.0,86.7,21.7,90.4,27.8,33.4,22.6
2009,Bihar,2.08,0.413,-0.111,0.675,93.8,2.48,4.3,55.1,34.9,83.6,47.7,36.9,59.3
2009,Jharkhand,1.15,-0.312,-0.278,0.621,98.9,2.29,12.0,48.7,33.7,79.9,40.8,42.3,43.8
2009,Odisha,1.46,0.387,0.126,0.349,99.3,2.5,13.7,57.8,30.6,82.3,43.1,34.9,47.2
2009,Chhattisgarh,1.34,0.2,0.155,0.327,91.0,2.65,9.5,44.1,31.7,75.5,49.3,37.3,48.8
2009,Madhya Pradesh,2.32,-0.333,0.472,0.74,93.8,2.41,18.1,44.2,32.5,91.0,39.4,38.8,65.1
2009,Rajasthan,1.51,-0.106,0.035,0.579,94.0,2.14,11.3,39.1,26.2,84.5,44.0,38.8,48.8
2009,Gujarat,1.84,-0.856,-0.125,0.945,88.7,2.4,10.6,45.9,29.1,86.6,41.6,35.0,56.3
2009,Maharashtra,0.87,-0.05,-0.173,0.483,104.7,2.63,12.2,52.4,22.7,80.3,44.4,32.1,40.6
2009,Karnataka,1.08,-0.212,-0.126,0.382,95.6,2.27,6.0,45.1,30.9,85.2,39.9,37.1,42.4
2009,Andhra Pradesh,1.41,-0.296,0.207,0.638,94.0,2.38,7.3,41.8,32.5,87.6,43.1,36.9,50.1
2009,Telangana,1.53,-0.02,0.309,0.624,94.3,2.58,12.3,52.8,31.5,85.5,37.9,38.3,55.5
2009,Tamil Nadu,3.0,-0.562,0.254,0.818,86.9,2.46,14.8,32.2,26.5,79.1,33.4,38.0,65.2
2009,Kerala,3.0,-0.56,-0.093,0.952,86.2,2.43,16.7,30.9,29.4,87.4,37.0,32.8,72.2
2009,West Bengal,1.38,-0.589,0.19,0.446,92.7,2.47,13.2,53.7,32.5,88.2,46.9,39.9,54.7
2009,Assam,2.06,-0.083,0.077,0.491,93.9,2.41,18.8,36.1,30.7,83.5,42.7,33.2,60.6
2009,Uttar Pradesh,1.73,-0.814,-0.051,0.857,97.8,2.14,11.9,46.5,37.5,81.0,41.5,43.0,60.6
2009,Haryana,1.28,0.025,-0.193,0.469,90.6,2.24,14.2,49.4,29.3,80.3,38.6,36.2,51.1
2009,Punjab,2.09,-1.101,0.001,0.85,90.2,2.34,16.9,40.8,29.0,82.2,43.8,33.2,65.6
2009,Uttarakhand,1.46,-0.164,0.429,0.522,97.4,2.56,10.9,46.6,28.2,84.7,43.0,35.5,52.5
2009,Goa,1.64,-0.584,-0.062,0.877,92.6,2.22,19.9,49.1,31.0,83.5,35.9,33.3,55.5
2010,Bihar,0.67,-0.127,0.113,0.611,97.7,2.09,7.5,76.6,35.2,79.6,47.3,37.1,38.0
2010,Jharkhand,0.69,-0.208,0.073,0.257,93.7,2.44,6.1,57.7,28.7,87.3,39.7,43.7,41.4
2010,Odisha,0.47,-0.398,0.121,0.617,98.5,2.53,7.8,48.0,30.1,78.5,38.4,39.2,44.4
2010,Chhattisgarh,0.83,-0.028,-0.194,0.459,95.6,2.64,10.0,63.3,29.7,84.0,39.3,36.9,44.8
2010,Madhya Pradesh,1.34,-0.419,-0.136,0.444,87.4,2.21,14.3,36.5,29.3,90.2,40.8,39.8,50.3
2010,Rajasthan,1.89,-0.084,-0.154,0.577,88.4,2.71,4.7,36.5,27.8,77.2,47.6,44.0,58.0
2010,Gujarat,1.21,-0.578,-0.35,0.573,93.6,2.28,12.1,53.4,31.5,82.8,36.3,38.1,49.8
2010,Maharashtra,1.51,0.04,0.279,0.376,90.5,2.27,5.7,54.0,30.4,91.5,41.6,35.5,49.9
2010,Karnataka,2.22,-0.192,0.191,0.819,92.2,2.27,10.1,47.9,34.4,84.2,46.4,30.4,64.0
2010,Andhra Pradesh,1.47,-0.232,-0.028,0.805,94.2,2.31,11.5,32.2,28.7,89.1,38.9,34.2,58.5
2010,Telangana,2.29,0.059,0.286,0.586,91.4,2.2,9.1,33.4,28.6,79.5,34.7,36.7,55.5
2010,Tamil Nadu,1.64,0.264,-0.002,0.523,95.7,2.34,14.8,53.1,30.9,83.4,38.0,31.1,49.9
2010,Kerala,1.02,-0.339,-0.143,0.564,99.4,2.27,11.2,43.6,25.9,84.5,39.0,30.1,41.8
2010,West Bengal,2.11,-0.39,0.039,0.569,92.6,2.45,15.6,61.1,37.5,80.1,42.1,40.3,65.8
2010,Assam,1.0,0.2,0.152,0.435,99.0,2.69,9.4,51.1,35.3,89.8,40.9,37.0,47.0
2010,Uttar Pradesh,1.62,-0.134,-0.142,0.415,91.4,2.22,8.5,52.1,31.9,84.1,38.8,37.1,51.8
2010,Haryana,1.85,-0.099,0.003,0.614,99.9,2.34,9.1,43.8,28.1,86.7,38.3,29.2,61.3
2010,Punjab,0.92,-0.183,0.041,0.418,95.9,2.43,13.5,51.8,30.2,82.9,40.9,35.4,46.9
2010,Uttarakhand,2.02,-0.089,0.279,0.611,93.5,2.49,10.0,38.8,30.1,87.5,36.5,34.8,51.6
2010,Goa,1.44,-0.881,0.072,0.677,92.7,2.55,6.5,41.9,18.7,85.8,34.9,30.2,50.3
2011,Bihar,0.69,0.155,0.07,0.335,101.0,2.45,3.3,40.8,30.0,89.3,53.6,38.5,37.7
2011,Jharkhand,-0.81,-0.234,0.045,0.048,104.0,2.68,4.4,64.7,32.2,87.2,40.4,43.0,31.0
2011,Odisha,-0.48,0.305,-0.522,0.294,106.7,2.56,5.3,68.3,27.9,89.7,39.5,35.0,31.2
2011,Chhattisgarh,0.7,0.187,-0.085,0.294,96.0,2.56,2.4,57.2,32.6,85.6,46.9,36.0,38.3
2011,Madhya Pradesh,-0.37,-0.238,0.174,0.215,101.9,2.51,0.0,58.1,32.6,89.4,37.4,36.2,28.4
2011,Rajasthan,-0.32,1.084,0.032,0.0,107.5,2.3,2.0,78.5,27.2,80.6,38.9,38.8,33.1
2011,Gujarat,0.1,-0.267,-0.129,0.313,100.2,2.68,11.2,62.8,25.4,79.3,42.3,31.3,37.2
2011,Maharashtra,-0.38,0.148,-0.258,0.111,101.3,2.61,8.5,67.9,28.5,83.6,35.0,32.7,30.4
2011,Karnataka,0.13,0.082,-0.41,0.224,103.3,2.51,0.0,77.8,26.9,91.6,41.3,32.6,33.5
2011,Andhra Pradesh,-0.78,0.754,0.138,0.114,106.0,2.45,6.8,59.5,29.1,79.7,32.1,35.7,32.1
2011,Telangana,-0.85,-0.47,0.04,0.479,106.2,2.51,2.6,73.9,30.3,87.9,39.6,34.5,37.4
2011,Tamil Nadu,0.24,-0.076,-0.005,0.49,102.6,2.55,14.7,55.0,33.7,88.8,52.0,30.9,44.9
2011,Kerala,-0.75,0.238,0.019,0.335,101.1,2.71,7.3,71.6,22.9,95.0,41.2,33.2,32.9
2011,West Bengal,-0.04,0.073,-0.019,0.344,100.4,2.38,0.0,54.3,29.6,87.7,42.8,37.3,34.3
2011,Assam,-0.7,0.545,-0.11,0.042,105.0,2.31,0.0,73.5,22.7,94.6,47.2,33.8,30.4
2011,Uttar Pradesh,0.03,0.331,-0.091,0.326,98.5,2.44,0.5,62.5,33.2,86.1,37.7,33.3,33.3
2011,Haryana,0.12,0.536,0.088,0.171,103.0,2.48,2.5,51.4,30.3,77.3,41.1,30.9,31.8
2011,Punjab,-0.53,0.587,-0.185,0.035,102.6,2.63,0.0,51.6,22.7,95.0,37.7,32.9,31.3
2011,Uttarakhand,-0.41,-0.136,0.303,0.247,99.8,2.69,0.0,58.5,26.7,89.7,39.9,39.2,30.3
2011,Goa,0.07,-0.724,0.071,0.459,98.4,2.5,6.6,59.0,27.6,86.6,32.3,40.3,39.1
2012,Bihar,1.07,-0.131,-0.213,0.498,93.2,2.34,14.8,55.2,36.5,71.7,53.0,37.3,53.0
2012,Jharkhand,2.42,-0.056,0.309,0.588,91.9,2.23,14.9,38.7,28.3,86.3,44.7,38.8,59.1
2012,Odisha,1.16,-0.067,-0.086,0.262,97.0,2.48,8.8,41.5,32.2,76.6,39.6,36.1,41.9
2012,Chhattisgarh,2.01,-0.41,0.071,0.878,93.2,2.37,12.0,39.2,26.2,87.4,45.3,38.1,59.0
2012,Madhya Pradesh,1.42,0.008,-0.198,0.452,91.6,2.65,15.0,31.0,28.4,81.2,41.1,34.6,48.4
2012,Rajasthan,2.67,-0.306,0.308,0.692,92.2,2.21,14.9,43.6,27.5,90.4,43.1,41.8,60.3
2012,Gujarat,0.85,-0.405,-0.164,0.534,96.4,2.34,4.2,43.0,28.4,84.9,37.4,39.3,41.7
2012,Maharashtra,1.45,0.163,0.009,0.509,95.1,2.14,17.6,47.3,33.3,79.6,39.6,33.6,52.8
2012,Karnataka,2.24,-0.243,0.253,0.821,95.1,2.42,7.3,36.5,26.7,89.5,41.4,31.4,62.7
2012,Andhra Pradesh,1.39,-0.656,0.1,0.474,95.4,2.41,21.4,55.7,31.5,85.5,36.2,35.1,56.5
2012,Telangana,1.7,-0.902,0.129,0.633,92.5,2.16,15.7,46.6,35.8,82.9,38.1,36.2,52.5
2012,Tamil Nadu,0.69,0.018,0.173,0.647,95.7,2.41,4.9,56.1,29.1,87.4,43.3,31.9,45.3
2012,Kerala,2.09,-0.152,0.165,0.613,99.7,2.2,15.2,37.3,32.9,91.2,34.1,34.2,55.4
2012,West Bengal,1.65,-0.403,0.284,0.668,94.0,2.34,14.6,48.6,33.0,79.0,50.0,35.4,60.1
2012,Assam,1.76,-0.36,0.492,0.545,90.9,2.2,14.4,35.0,31.5,71.2,44.0,37.0,57.9
2012,Uttar Pradesh,0.61,0.235,-0.213,0.424,96.2,2.7,10.7,47.1,29.4,86.5,42.4,37.8,41.0
2012,Haryana,2.26,-0.564,0.199,0.848,93.4,2.27,13.7,28.0,26.6,86.3,38.7,35.1,62.2
2012,Punjab,2.12,-0.675,0.123,0.772,89.1,2.51,19.4,45.3,36.6,75.0,39.4,36.9,65.9
2012,Uttarakhand,0.95,-0.052,-0.145,0.522,99.7,2.46,0.0,44.7,28.3,89.8,28.0,36.7,43.4
2012,Goa,1.58,-0.483,0.326,0.566,91.4,2.4,21.2,60.3,30.8,85.9,40.5,30.3,58.1
2013,Bihar,0.32,-0.268,0.089,0.378,99.9,2.48,0.0,58.9,32.7,88.6,44.0,42.9,41.0
2013,Jharkhand,0.05,0.124,0.213,0.319,97.4,2.14,2.6,65.7,30.0,89.6,44.5,41.8,37.4
2013,Odisha,-0.44,0.206,0.066,0.344,96.8,2.48,7.1,75.9,32.4,83.0,46.6,40.7,38.3
2013,Chhattisgarh,-0.49,0.172,0.197,0.381,104.3,2.55,2.4,68.4,28.8,88.6,37.9,40.0,27.6
2013,Madhya Pradesh,-1.11,0.037,-0.069,0.325,102.7,2.49,0.0,82.2,19.9,83.6,52.3,36.9,34.4
2013,Rajasthan,-1.08,0.15,-0.073,0.192,109.6,2.65,0.0,75.0,24.7,85.2,33.2,29.2,26.7
2013,Gujarat,-0.92,-0.216,-0.011,0.086,93.3,2.41,0.0,62.5,32.8,84.8,43.7,34.2,34.8
2013,Maharashtra,-0.23,-0.216,-0.03,0.232,100.9,2.47,0.0,69.8,27.9,87.5,39.5,32.8,28.4
2013,Karnataka,-0.89,0.155,-0.196,0.04,98.6,2.53,3.9,61.6,36.1,92.0,45.5,37.1,29.1
2013,Andhra Pradesh,1.28,-0.428,-0.41,0.533,96.3,2.4,12.4,60.3,32.0,88.3,37.6,33.3,56.6
2013,Telangana,1.09,-0.133,-0.037,0.428,94.0,2.3,3.2,39.3,28.3,84.0,44.9,35.8,41.5
2013,Tamil Nadu,0.01,-0.225,-0.023,0.383,101.7,2.47,10.9,60.0,30.6,84.6,31.6,34.8,39.1
2013,Kerala,0.38,0.116,0.115,0.299,96.5,2.56,8.4,52.5,30.0,83.8,34.4,36.9,37.4
2013,West Bengal,0.49,-0.182,0.097,0.426,89.7,2.32,7.1,53.2,32.7,89.3,41.9,34.7,41.3
2013,Assam,0.06,-0.107,-0.026,0.301,106.3,2.15,3.5,59.5,26.1,92.7,44.5,35.2,33.1
2013,Uttar Pradesh,-0.42,0.029,-0.054,0.224,101.0,2.57,7.0,53.5,27.6,76.8,46.3,38.1,29.3
2013,Haryana,0.2,-0.459,0.373,0.362,98.9,2.59,1.8,54.0,27.1,95.0,39.4,37.4,37.0
2013,Punjab,0.76,-0.004,-0.137,0.522,92.8,2.68,9.1,32.7,27.6,89.6,37.7,36.1,39.4
2013,Uttarakhand,-0.88,-0.26,-0.085,0.223,101.5,2.74,0.0,69.5,26.6,82.2,33.4,32.8,29.0
2013,Goa,1.38,-0.034,-0.234,0.203,97.3,2.37,16.3,41.9,28.9,90.4,34.8,31.5,48.8
2014,Bihar,1.52,-0.064,0.118,0.638,93.2,2.18,21.1,43.0,34.3,78.3,46.3,40.6,57.8
2014,Jharkhand,1.49,-0.235,0.154,0.335,100.0,2.35,14.3,37.1,31.7,79.2,50.2,37.6,47.2
2014,Odisha,1.95,-0.488,0.066,0.666,96.0,2.04,7.2,28.8,28.5,80.2,37.2,36.0,57.9
2014,Chhattisgarh,0.29,-0.349,0.263,0.454,98.8,2.31,0.0,48.6,29.3,91.7,46.1,38.2,38.8
2014,Madhya Pradesh,1.06,-0.151,0.02,0.469,102.1,2.14,8.4,61.2,25.7,82.7,39.7,35.8,42.3
2014,Rajasthan,0.54,0.097,0.177,0.413,95.7,2.47,2.5,53.0,35.9,87.3,36.7,36.2,42.1
2014,Gujarat,0.69,-0.463,-0.153,0.452,99.5,2.51,11.3,45.7,27.9,87.1,37.7,34.6,42.9
2014,Maharashtra,1.76,-0.369,0.186,0.798,92.6,2.52,15.6,34.1,27.7,79.3,37.0,35.9,54.2
2014,Karnataka,1.87,0.096,0.211,0.517,87.4,2.37,12.4,46.5,38.2,89.0,44.8,34.2,63.2
2014,Andhra Pradesh,1.19,-0.207,-0.06,0.57,96.5,2.23,16.2,51.3,26.4,82.9,42.6,40.1,49.6
2014,Telangana,1.3,0.054,0.141,0.352,91.3,2.57,16.1,52.2,36.4,87.8,44.0,34.4,50.9
2014,Tamil Nadu,2.54,-0.22,0.126,0.658,91.4,2.04,19.1,32.1,32.5,79.9,39.0,34.0,63.2
2014,Kerala,1.4,0.356,0.389,0.475,95.7,2.53,15.6,42.1,28.0,76.8,41.6,39.4,54.2
2014,West Bengal,1.55,-0.87,0.246,0.616,90.9,2.43,14.2,43.7,31.3,82.3,41.8,35.5,56.8
2014,Assam,1.3,-0.093,0.068,0.372,98.2,1.98,8.2,44.6,31.0,88.0,46.7,34.7,42.6
2014,Uttar Pradesh,1.85,-0.219,-0.194,0.812,88.8,2.4,14.8,47.4,32.6,84.9,38.0,39.5,56.9
2014,Haryana,1.16,-0.377,0.179,0.657,94.1,2.51,10.7,43.6,28.2,84.3,36.2,35.7,53.8
2014,Punjab,1.64,-0.723,-0.199,0.733,90.4,2.38,16.9,36.7,26.3,91.8,40.6,34.1,60.7
2014,Uttarakhand,0.94,-0.294,-0.163,0.588,93.8,2.57,7.3,44.1,27.7,73.2,39.2,34.1,45.0
2014,Goa,1.99,-0.865,0.392,0.854,95.0,2.29,19.8,32.3,31.0,80.9,30.4,30.1,68.1
2015,Bihar,1.5,-0.473,0.195,0.439,87.4,2.56,16.5,39.6,36.0,84.0,47.9,42.1,59.6
2015,Jharkhand,2.16,-0.543,0.179,0.73,90.5,2.24,15.1,43.0,31.5,84.4,41.2,39.8,62.0
2015,Odisha,1.32,-0.091,-0.318,0.606,93.2,2.57,8.1,49.0,38.1,82.0,48.9,38.7,51.9
2015,Chhattisgarh,1.75,-0.241,0.31,0.542,90.4,2.25,13.0,44.2,35.5,88.3,39.9,36.9,57.7
2015,Madhya Pradesh,0.64,0.513,0.112,0.341,94.8,2.47,9.1,52.9,34.5,95.0,38.7,34.3,39.3
2015,Rajasthan,0.97,0.336,0.286,0.365,97.4,2.32,12.7,49.2,30.4,87.1,41.1,36.4,45.2
2015,Gujarat,1.51,0.013,0.45,0.582,97.2,2.35,7.5,53.2,29.6,79.3,38.9,34.8,51.1
2015,Maharashtra,1.19,0.265,0.191,0.563,97.1,2.43,4.6,50.5,28.1,80.8,37.3,33.1,40.1
2015,Karnataka,1.75,-0.124,0.024,0.634,93.1,1.92,9.8,54.6,25.5,85.2,47.4,33.9,52.9
2015,Andhra Pradesh,1.5,-0.616,0.446,0.64,93.7,2.55,15.5,41.0,29.9,85.3,39.2,31.0,55.9
2015,Telangana,1.47,-0.664,0.441,0.671,90.8,2.24,2.8,39.5,32.3,95.0,43.6,34.9,58.0
2015,Tamil Nadu,1.24,-0.473,0.511,0.562,101.1,2.59,2.2,44.7,24.6,89.1,38.2,41.8,41.4
2015,Kerala,0.85,-0.059,0.192,0.44,97.2,2.27,9.1,57.3,27.7,91.0,42.3,34.8,42.3
2015,West Bengal,1.54,-0.583,0.003,0.626,94.2,2.28,7.7,38.2,26.4,83.2,37.0,34.5,50.4
2015,Assam,1.26,-0.59,0.177,0.682,92.7,2.3,13.9,44.2,30.2,88.4,46.4,40.1,58.0
2015,Uttar Pradesh,2.06,-0.901,0.435,0.828,94.0,2.35,15.3,41.4,34.5,80.1,47.3,34.5,66.6
2015,Haryana,1.18,0.437,-0.031,0.365,94.1,2.48,5.1,49.1,30.5,84.0,41.9,36.0,49.8
2015,Punjab,2.13,-0.278,0.819,0.781,93.0,2.18,13.6,54.3,34.6,92.3,42.0,30.8,65.8
